SYMBOL,ENTREZID,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
Glb1,12091,"galactosidase, beta 1",-0.06452838596467991,5.494862412078355,-0.5175086402934813,0.6155314703181256,0.8265280236423301,-7.128323194064955
Trip13,69716,thyroid hormone receptor interactor 13,0.19895227424331408,3.7802979890457546,0.5183333341014366,0.6159224163970438,0.8269654623540414,-6.850939324707289
LOC108167320,NA,NA,0.20640608193249177,1.6350893201354435,0.5164689506848044,0.6162325118066299,0.8272083579632661,-6.326872526343964
Tor1a,30931,"torsin family 1, member A (torsin A)",0.08478570504205063,5.053374859060769,0.5164078498620935,0.6162737233626373,0.8272083579632661,-7.071167809191261
Rwdd2a,69519,RWD domain containing 2A,0.18387605165192722,0.9015628400737079,0.5163574685541696,0.6163077058172222,0.8272083579632661,-6.198163786114223
Pkia,18767,"protein kinase inhibitor, alpha",0.19796692130310733,-0.05773363776577198,0.516273849937289,0.6163641090940036,0.8272083579632661,-6.117570216623481
Xylt2,217119,xylosyltransferase II,0.0778558154725486,5.984567999298642,0.5160882198129111,0.6164893315020665,0.8272889093705151,-7.139433217967509
Adgrd1,243277,adhesion G protein-coupled receptor D1,-0.1168619479798334,9.690243392193963,-0.5157423408143588,0.6167226888107511,0.8275145384550349,-7.035907696839061
Atf2,11909,activating transcription factor 2,0.08897625572843193,6.635880538954136,0.5153546477949258,0.6169843100213743,0.8277707551161897,-7.144432368026095
Nicn1,66257,nicolin 1,-0.1585562436420742,1.2644239427616955,-0.5152660269428043,0.6170441205776263,0.8277707551161897,-6.375271283310093
Hdc,15186,histidine decarboxylase,-0.19065595866756935,1.8167737377437558,-0.5150543123125789,0.6171870194116515,0.8278749235960499,-6.532253072682132
Cct4,12464,"chaperonin containing Tcp1, subunit 4 (delta)",-0.07877643761336373,8.284480815294248,-0.5149017502131685,0.6172900029942092,0.827925534671303,-7.093973878703145
Dusp6,67603,dual specificity phosphatase 6,-0.10909657648770477,6.2794276919637815,-0.5147476095076274,0.6174217349141871,0.8279635314915249,-7.144998785799501
Gadl1,73748,glutamate decarboxylase-like 1,-0.12409025418492625,8.885013828416088,-0.5148980559991556,0.6174593470456529,0.8279635314915249,-7.069790420520886
Usp21,30941,ubiquitin specific peptidase 21,0.08952539396719672,5.268247156952405,0.5145272862525617,0.6175428130288863,0.8279635314915249,-7.088535905981991
S100a11,20195,S100 calcium binding protein A11,-0.19514517408679488,5.731843307317597,-0.5180987822639783,0.6175793554567932,0.8279635314915249,-7.140625837075961
Rpl29,19944,ribosomal protein L29,-0.10352962102875107,5.005804701162793,-0.5141581764932072,0.6177920592396877,0.828140560025663,-7.0606056201990395
Casp6,12368,caspase 6,-0.07277513006376335,4.781317177994009,-0.5140843160974613,0.6178419405109494,0.828140560025663,-7.0314878780847945
Hal,15109,histidine ammonia lyase,0.24342720243141364,0.5926573140220808,0.5137148264150132,0.6180915040096999,0.8283875570798641,-6.072190558445614
Rpl10a_1,NA,NA,0.10838890464107553,7.214354375510847,0.5131687285530808,0.6184880233674868,0.8288314364688079,-7.141652539360024
Nme3,79059,NME/NM23 nucleoside diphosphate kinase 3,-0.09735684092393626,3.9724979658855575,-0.5129931526839456,0.6185790882598116,0.8288659279586534,-6.923391847540957
Maml2,270118,mastermind like transcriptional coactivator 2,-0.07193227471549424,6.568179807416275,-0.5127581037055383,0.6187379360009574,0.8289689942800401,-7.146936858652654
Sik1,17691,salt inducible kinase 1,0.38117276924273646,6.5600459065330305,0.5207338202298692,0.6188195747039749,0.8289689942800401,-7.108974564380856
Drg1,13494,developmentally regulated GTP binding protein 1,-0.07554858181690971,6.4038503676410565,-0.51258932438737,0.6188520108622746,0.8289689942800401,-7.1478714821504585
Zfp692,103836,zinc finger protein 692,-0.15123394603546725,5.093043211470498,-0.5133608836707122,0.6189300316522452,0.8289692153623248,-7.04671497922631
Ccdc71l,72123,coiled-coil domain containing 71 like,0.09196071925484084,4.335242535060329,0.5123957670623354,0.6189828457079654,0.8289692153623248,-6.931443777517274
Rad18,58186,RAD18 E3 ubiquitin protein ligase,-0.10118444194448628,4.873186183410011,-0.5121533905516663,0.6191466993772772,0.8291011421318092,-7.049035071778489
Gdap2,14547,ganglioside-induced differentiation-associated-protein 2,-0.09033029553348637,5.012651195206086,-0.511865840250569,0.6193411200506371,0.8292739691011486,-7.083413576280573
Ttc39b,69863,tetratricopeptide repeat domain 39B,0.12269097642229454,7.604353218140921,0.5117618635679095,0.6195939681291264,0.829437876629427,-7.104839276705069
Rpl31,114641,ribosomal protein L31,-0.1290175577241408,5.352298025071239,-0.5118232013757067,0.6195942776397942,0.829437876629427,-7.085176774068648
Guk1,14923,guanylate kinase 1,0.09196909176672463,4.931698081278567,0.5113888883480119,0.6196636677847531,0.8294432552856785,-7.055491981128115
Fuca2,66848,"fucosidase, alpha-L- 2, plasma",0.06231886799947706,5.405846074507469,0.5112492646161206,0.6197581068836033,0.8294821582425272,-7.125726491447465
Idua,15932,"iduronidase, alpha-L",0.11313536730240159,3.9008256132563432,0.5110739860847939,0.6198766724763823,0.8295533404050563,-6.856643964310212
Dnlz,52838,DNL-type zinc finger,-0.07734758741874437,4.51677773619851,-0.5108732986980905,0.6200124396002626,0.8296154841601957,-6.993648348456251
Ccl25,20300,chemokine (C-C motif) ligand 25,-0.13034583276909695,3.758218062024872,-0.510719135150509,0.6201167429620855,0.8296154841601957,-6.802431593672902
Tap1,21354,"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)",0.08416717311463806,6.6776090595627196,0.510715405628956,0.6201192663757327,0.8296154841601957,-7.148106001413217
Rragd,52187,Ras-related GTP binding D,-0.2540756197197585,1.3970489143507656,-0.5104496562479474,0.6202990870085842,0.829768562568784,-6.054744456817511
Lzts2,226154,"leucine zipper, putative tumor suppressor 2",0.21979350665495068,0.6579179111243882,0.5102817216047216,0.6204127342593081,0.8297935068752097,-6.181971117712135
Fbxl19,233902,F-box and leucine-rich repeat protein 19,0.09165749957456093,4.284607938090353,0.5101872315266442,0.6204766835784306,0.8297935068752097,-6.978452308136729
Larp4,207214,"La ribonucleoprotein domain family, member 4",0.09146578111213799,6.383865237491168,0.5101321935423078,0.6205139338928113,0.8297935068752097,-7.147072062590976
Cpsf6,432508,cleavage and polyadenylation specific factor 6,-0.10041631517183713,7.204253407194683,-0.5096836965089133,0.6208175232885459,0.8301119965734083,-7.143865028013241
Ttc5,219022,tetratricopeptide repeat domain 5,-0.06704867949230486,6.310250803160716,-0.5095345043149083,0.6209185285130344,0.8301595668886598,-7.149429961950254
Gramd1c,207798,GRAM domain containing 1C,-0.11057536907786503,3.0335101308801797,-0.5093118428069269,0.6210692887658353,0.8302027910151337,-6.760265592640043
Naa25,231713,"N(alpha)-acetyltransferase 25, NatB auxiliary subunit",0.08020001947206623,5.917043535102618,0.5092934806471571,0.6210817222821288,0.8302027910151337,-7.1245881905031005
Osgin2,209212,oxidative stress induced growth inhibitor family member 2,0.0755454188863709,4.7449295354287955,0.5090483716287308,0.6212477041458122,0.8302141955051578,-7.023460956744545
Amdhd2,245847,amidohydrolase domain containing 2,0.0899955254076743,3.921785161901475,0.5088967725460417,0.6213503744370241,0.8302141955051578,-6.881562403056234
Syne4,233066,"spectrin repeat containing, nuclear envelope family member 4",-0.2933739139792526,0.3532457354576861,-0.5088152470898435,0.6214055909524123,0.8302141955051578,-6.092094443214214
Larp7,28036,"La ribonucleoprotein domain family, member 7",-0.07435609071025961,6.263244383725813,-0.5087764223980531,0.6214318874548181,0.8302141955051578,-7.149702952943429
Klhl17,231003,kelch-like 17,0.10485557874970741,5.566404470016176,0.5087335352164238,0.621460936183377,0.8302141955051578,-7.1209778540758055
Sdr39u1,654795,"short chain dehydrogenase/reductase family 39U, member 1",-0.0955276679478545,3.417698601157578,-0.5086139484231765,0.6215419393554533,0.8302141955051578,-6.808727713611918
Cst3,13010,cystatin C,-0.23082904330334575,5.336123030004114,-0.5124838284359098,0.6215482852382955,0.8302141955051578,-7.110969280443115
Pam16,66449,presequence translocase-asssociated motor 16,0.20573504818023913,4.2864488837844466,0.5103447426921028,0.6218966551748699,0.8305403694407968,-6.9359824063251585
Ftsj1,54632,FtsJ RNA methyltransferase homolog 1 (E. coli),-0.09743824280910118,4.1068765171615205,-0.5080508997311364,0.6219233961268136,0.8305403694407968,-6.917015558659202
Cdc42ep3,260409,CDC42 effector protein (Rho GTPase binding) 3,-0.08519088705716271,4.208800951944507,-0.5078719708542553,0.6220446421025679,0.830614862028771,-6.998412810531522
Fuz,70300,fuzzy planar cell polarity protein,-0.08532511574111012,4.770754902456245,-0.5075737203749083,0.6222467690882132,0.830797327811349,-7.031953017429721
Abhd16a_2,NA,NA,0.09874619267738716,3.13379994640315,0.5074225327837597,0.6223492427502967,0.8308273357672928,-6.695092174809304
Ncapg2,76044,"non-SMC condensin II complex, subunit G2",-0.21958978087361913,5.770795865520922,-0.5112119223960754,0.6224002070041077,0.8308273357672928,-7.127789851539386
1700037H04Rik,67326,RIKEN cDNA 1700037H04 gene,0.1002059265254518,4.190609293454923,0.5072007409823713,0.62249958655276,0.8308725809153608,-6.981975637618531
Pcdh9,211712,protocadherin 9,-0.11481111751496975,3.8156343039977294,-0.5070937637118064,0.6225721086355236,0.8308819726903884,-6.876638580418392
Atp2a2,11938,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2",0.08808919509275981,7.7541077993693595,0.5068186099600285,0.6227586603197137,0.8310435298839427,-7.1172789342532425
Rps24,20088,ribosomal protein S24,-0.1171713329852242,8.87383275814421,-0.506550981178626,0.6230366670250244,0.8311796419907002,-7.081784078693382
Zcrb1,67197,zinc finger CCHC-type and RNA binding motif 1,-0.07211475296454406,5.817280266199931,-0.5063066236059274,0.6231058563277609,0.8311796419907002,-7.135887471838395
Ccdc73,211936,coiled-coil domain containing 73,0.16753933703702106,2.4791276026407423,0.5063058635107064,0.6231063718467043,0.8311796419907002,-6.504735370530228
Vps11,71732,"VPS11, CORVET/HOPS core subunit",-0.07005680550814564,6.182947932104598,-0.5062137459763905,0.6231688502393797,0.8311796419907002,-7.1501043743950214
Arfgap3,66251,ADP-ribosylation factor GTPase activating protein 3,-0.0850310892842665,3.5697902912489177,-0.506094396070207,0.6232498035246246,0.8311796419907002,-6.881556758310875
Cep57,74360,centrosomal protein 57,-0.08508127498368712,5.909824850372422,-0.5060886321128133,0.6232537132644642,0.8311796419907002,-7.148319997757649
Cyhr1,54151,cysteine and histidine rich 1,0.08398830462840223,6.614150146187968,0.5056989007749193,0.6235180995271614,0.8314024958213262,-7.149831089947199
Mrpl18,67681,mitochondrial ribosomal protein L18,-0.0986841132057954,6.234396300080758,-0.5056255866404485,0.623567840657066,0.8314024958213262,-7.150221795483648
Ythdf2,213541,YTH N6-methyladenosine RNA binding protein 2,-0.08030352493857418,5.861839868693425,-0.5055525454793982,0.6236173985444169,0.8314024958213262,-7.137220797383289
Derl3,70377,"Der1-like domain family, member 3",-0.1689655351557935,2.033315480013332,-0.5053307996805789,0.6237678634148802,0.8315084356695066,-6.5919671100007164
Nme1,18102,NME/NM23 nucleoside diphosphate kinase 1,-0.11578762598208847,7.201983348732193,-0.5054830469765459,0.6238279318362259,0.8315084356695066,-7.138973480245883
Mtmr11,194126,myotubularin related protein 11,0.1541800157352795,1.2362279578356281,0.5047977800190293,0.6241296158684312,0.8318231687120435,-6.3387225519634685
Pam,18484,peptidylglycine alpha-amidating monooxygenase,-0.08353831609179174,8.07810514856607,-0.5041672689350853,0.6245576686806866,0.8323062388636228,-7.108015045954065
Peo1,NA,NA,-0.09636120133320514,4.462163488090545,-0.503980319608979,0.6246846162122734,0.8323879868201349,-6.963221240074148
Ndufb6,230075,"NADH:ubiquinone oxidoreductase subunit B6",-0.08441245344634396,5.3997388462240785,-0.5035120543721867,0.62500264683736,0.8327243077887665,-7.114099934541656
LOC100862433,NA,NA,-0.10892401050273826,8.328118301970456,-0.5033859327748088,0.6250907212227728,0.8327542073576796,-7.104097293662405
Ywhaz,22631,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",0.07669706684467137,8.687949299070086,0.503215455353028,0.6252041288029042,0.832812738661202,-7.092289391389469
Lsr,54135,lipolysis stimulated lipoprotein receptor,-0.12884935927676278,2.8766979935846777,-0.5030572842635906,0.6253115887752208,0.832812738661202,-6.794426518748241
Thap1,73754,"THAP domain containing, apoptosis associated protein 1",-0.0911456586896664,4.041042513107456,-0.5030278751187922,0.6253315700839589,0.832812738661202,-6.937001868687566
Rpl35,66489,ribosomal protein L35,-0.16110334554120964,6.365044145478988,-0.5049771665495727,0.6254349707119505,0.832863025650003,-7.14918725118906
Slc26a6,171429,"solute carrier family 26, member 6",0.1293475914595419,2.480113740775142,0.5025016613741033,0.6256891462898411,0.833114061089884,-6.509628998807788
Psmb9_1,NA,NA,-0.10898979899250971,5.250167487426698,-0.5019581333252963,0.6260585942114703,0.8333125402315967,-7.098941453548985
Zfr,22763,zinc finger RNA binding protein,-0.0764952018213858,7.251565122981589,-0.5019291551849826,0.6260782943165827,0.8333125402315967,-7.13584055433159
Gabrb1,14400,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 1",0.10223928850531117,5.672842363670276,0.5018263031793222,0.6261482183006717,0.8333125402315967,-7.130345099877171
Ddx42,72047,DEAD box helicase 42,-0.06386428887052009,7.611915048505739,-0.5017886556897238,0.6261738139292137,0.8333125402315967,-7.12970392501404
AI314180,NA,NA,-0.08213582386665497,7.149898857101726,-0.5017876876810395,0.6261744720620064,0.8333125402315967,-7.1408259535401015
Rab4b,19342,"RAB4B, member RAS oncogene family",0.09052317790684761,6.510594059739353,0.5016267136495305,0.6262839203494202,0.8333125402315967,-7.153635769032102
Ap2m1,11773,"adaptor-related protein complex 2, mu 1 subunit",-0.08003089738118074,6.453654811690577,-0.5015098696101268,0.6263633700165026,0.8333125402315967,-7.152312691593227
A830018L16Rik,320492,RIKEN cDNA A830018L16 gene,0.14838897181860422,1.5267450269242253,0.5014542630055953,0.6264011822198456,0.8333125402315967,-6.33560902188565
Bub3,12237,BUB3 mitotic checkpoint protein,-0.08603572868825449,6.620444141316718,-0.5014057828167704,0.6264341494176514,0.8333125402315967,-7.151791274566903
Mthfr_1,NA,NA,-0.13266381613980638,2.7458824922071265,-0.501316329461305,0.6264949811845208,0.8333125402315967,-6.699047508466107
Psmb9,16912,"proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)",-0.10825070558216865,5.264385730835526,-0.5010101900645226,0.6267031899815165,0.8334429923706492,-7.10142475953054
Uxt,22294,ubiquitously expressed prefoldin like chaperone,-0.09846671299523768,3.406587833995922,-0.5009789600766457,0.6267244317629542,0.8334429923706492,-6.807165556010767
Ggt7,207182,gamma-glutamyltransferase 7,0.14181190544444,2.920298555323865,0.5006397860469773,0.626955151531171,0.8336624358234644,-6.71697105768235
Plp2,18824,proteolipid protein 2,0.12594640011848135,4.215530793356308,0.5002689376803933,0.6272074654185431,0.8339105439830741,-6.9217549998240475
Samd1,666704,sterile alpha motif domain containing 1,0.1238537778244364,5.078772804164275,0.5003612982336684,0.6273061156850126,0.8339543164094133,-7.049806764446929
Ube2c,68612,ubiquitin-conjugating enzyme E2C,0.37731468190960893,4.71973201797236,0.5071681333240137,0.6273965359579667,0.8339778512178772,-6.99775059909106
Mcm9,71567,minichromosome maintenance 9 homologous recombination repair factor,-0.08171086114254855,5.294500083972813,-0.4998311575417019,0.6275053820893477,0.8339778512178772,-7.094988424285293
Gcc1,74375,golgi coiled coil 1,0.07776577389180783,5.199668880486405,0.4998081989908435,0.6275210076905008,0.8339778512178772,-7.111142872814679
Akirin2,433693,akirin 2,-0.07976612559416996,5.562237172470498,-0.4994007917448109,0.6277983211631872,0.8341666541706185,-7.12694962246592
Ifrd1,15982,interferon-related developmental regulator 1,0.12267602193380434,6.821584653547323,0.4996575195798552,0.6278418282513225,0.8341666541706185,-7.129904714923812
Stard3,59045,START domain containing 3,-0.06642062197261112,5.551640090231472,-0.4992178528545601,0.6279228634284058,0.8341666541706185,-7.119288461984831
Tcf4,21413,transcription factor 4,0.30722499560172123,2.309505193311512,0.5023292807619113,0.6279260493366629,0.8341666541706185,-6.6280831528832
Hras,15461,Harvey rat sarcoma virus oncogene,0.09959622804839796,4.685326553636084,0.4990990347639762,0.6280037596593295,0.8341825484252066,-7.02415394312586
Nlrc4,268973,"NLR family, CARD domain containing 4",-0.1287854530982635,4.234939941274655,-0.4990350774356509,0.6281697908870039,0.8343157444545488,-7.000312556609779
Ppef2,19023,"protein phosphatase, EF hand calcium-binding domain 2",0.209492200686203,0.11747907912707514,0.4986330211800114,0.6283210903616937,0.8343901434023404,-6.225269509495048
Ralgapb,228850,"Ral GTPase activating protein, beta subunit (non-catalytic)",0.11043257239909998,7.103335067475326,0.49873648419965005,0.6283573313531969,0.8343901434023404,-7.139700614797899
Xkr8,381560,X-linked Kx blood group related 8,-0.12259625201250568,2.350577709240784,-0.49835419918418067,0.6285109911841242,0.8344824436932622,-6.606734564685913
Nrip2,60345,nuclear receptor interacting protein 2,0.16240626962959226,2.2131519746920745,0.4982846282704034,0.6285583791280349,0.8344824436932622,-6.433466786542146
Gm42267,105247109,"predicted gene, 42267",0.14952722909705973,1.882915527002384,0.49761229846616956,0.6290164243758041,0.8350031797949573,-6.395997453632802
Birc5,11799,baculoviral IAP repeat-containing 5,0.27933144101352614,5.426902909617259,0.5035744854352159,0.6291233225891758,0.8350577170218081,-7.1084713459430295
BC005624,227707,cDNA sequence BC005624,-0.06954959232676217,5.176219693291685,-0.49716201023871454,0.6293232887184783,0.8351922406886038,-7.094385155415633
Siae,22619,sialic acid acetylesterase,-0.12327534605123702,4.324299911389879,-0.4971525700330879,0.6293563219753894,0.8351922406886038,-6.988201543359734
Sik2,235344,salt inducible kinase 2,0.18683810888562125,3.8943499397243095,0.4974844022637333,0.6299074408433079,0.8358361858836949,-6.871603643131288
Nsg1,18196,neuron specific gene family member 1,0.25278454891936786,0.16687782161409767,0.4960906931356564,0.6300536699189341,0.8359427966047722,-6.0102770063484305
Angptl6,70726,angiopoietin-like 6,0.1976812970221988,0.7135899608311042,0.49589708776984043,0.6301857066732015,0.8360305569081535,-6.083084183285216
Grifin,77998,galectin-related inter-fiber protein,0.38490557985078644,1.0600629342142442,0.4958816017264658,0.6303561195650791,0.8361692049181102,-5.953434661727602
Itpripl1,73338,"inositol 1,4,5-triphosphate receptor interacting protein-like 1",-0.08624994300556832,4.461843816222457,-0.4953968170221456,0.6305269486963219,0.8363083760253954,-6.996897542545533
Siah2,20439,siah E3 ubiquitin protein ligase 2,0.1577089314059954,5.638143046378931,0.4970908547157181,0.6307735823669012,0.8365480519568561,-7.152516572920609
Usp18,24110,ubiquitin specific peptidase 18,0.1536595478929268,4.202682064890297,0.4949742986153046,0.6310311639708563,0.8368021957004833,-6.878013167252632
Dcun1d4,100737,"DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)",0.08664431547655838,4.8910201463861895,0.4944889101405379,0.631146476485564,0.8368676448582753,-7.127139161549958
Snx9,66616,sorting nexin 9,0.15808581563434654,4.038954353474702,0.49378847839559553,0.6317997633671704,0.8375488441075394,-6.82591756592875
Spata24,71242,spermatogenesis associated 24,-0.1381308083658146,3.0787539590136292,-0.49351528119582366,0.6318111818673631,0.8375488441075394,-6.70040169102597
Suv420h2,NA,NA,0.10387092722152502,6.021168812513042,0.4934849737505513,0.6318582547129072,0.8375488441075394,-7.155736065948751
Psmc5,19184,"protease (prosome, macropain) 26S subunit, ATPase 5",-0.08373877562575771,6.769826509915467,-0.4929586248640778,0.6321913699154338,0.8377765352598772,-7.153316246904291
Hsd17b7,15490,hydroxysteroid (17-beta) dehydrogenase 7,-0.11987774088107672,3.1229754836494217,-0.4928773116139287,0.6322469150153867,0.8377765352598772,-6.764255964339957
Stx5a,56389,syntaxin 5A,-0.06671586224184356,6.847670608819599,-0.4928314214632292,0.6322782636399168,0.8377765352598772,-7.151214816148184
H2afz,NA,NA,-0.17745715248519467,7.560412614195931,-0.49565123578574594,0.6322941442030725,0.8377765352598772,-7.127836992235612
2410002F23Rik,668661,RIKEN cDNA 2410002F23 gene,0.07424208082923123,6.333737082491528,0.49238197771844966,0.6325853291785526,0.8380748310136238,-7.146168302873491
Slc4a2,20535,"solute carrier family 4 (anion exchanger), member 2",0.07189919788537136,6.110438030176628,0.4921431883270519,0.6327485026502389,0.8381250194502058,-7.158505640698234
Ubxn2b,68053,UBX domain protein 2B,-0.11960368741946681,4.8154598586271495,-0.49225267388855304,0.632755324819792,0.8381250194502058,-7.035399219160823
Ccdc74a,72315,coiled-coil domain containing 74A,0.21595381153897503,0.5167533081194409,0.49198566910403085,0.632856152500322,0.8381710712864391,-6.092866380396142
Map1a,17754,microtubule-associated protein 1 A,-0.15781462224511844,1.0177255706801596,-0.4917498324149716,0.6330173418061463,0.8381935449096725,-6.375425960037716
Zfp64,22722,zinc finger protein 64,-0.078120895657948,5.233824921879718,-0.49173446695811424,0.6330278444600667,0.8381935449096725,-7.126127687373273
Tmed5,73130,transmembrane p24 trafficking protein 5,-0.09614337914189086,6.532933502149994,-0.49155190185829595,0.6331526385335726,0.8381935449096725,-7.159025005592048
Mtrr,210009,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,-0.09178797930303695,4.841053220187902,-0.491507679569291,0.633182868894998,0.8381935449096725,-6.9899547423401716
Yes1,22612,"YES proto-oncogene 1, Src family tyrosine kinase",0.234413963703038,1.1077378785906034,0.49147760154152836,0.6332034306399126,0.8381935449096725,-6.0720363021770805
Specc1l,74392,sperm antigen with calponin homology and coiled-coil domains 1-like,-0.09579780498040336,6.684162022065986,-0.4910897221780239,0.6334686193503083,0.8383593985524879,-7.150445870974187
Nusap1,108907,nucleolar and spindle associated protein 1,-0.27400719438300847,5.777875318978221,-0.4971451910474728,0.6335306418949922,0.8383593985524879,-7.136288539486423
Taok1,216965,TAO kinase 1,-0.10274239863353074,7.003660876340968,-0.49099094478655725,0.6335623857822266,0.8383593985524879,-7.151377640990739
Ndufb8,67264,"NADH:ubiquinone oxidoreductase subunit B8",-0.07816818021479399,6.175240014613221,-0.4909077902825389,0.6335930227553441,0.8383593985524879,-7.159448099688972
Wdr82,77305,WD repeat domain containing 82,0.07518419559531875,7.586925996880252,0.49069332733161924,0.6337396858829226,0.8384660202797208,-7.133562228784632
Arf5,11844,ADP-ribosylation factor 5,-0.09711227867829919,6.821244360677346,-0.4904204841039928,0.6339262969671995,0.8385844752624322,-7.14978905217064
Kbtbd2,210973,kelch repeat and BTB (POZ) domain containing 2,0.090761780812743,6.641257891251412,0.49036915947191884,0.6339614034297958,0.8385844752624322,-7.158204615585875
Snrpg,68011,small nuclear ribonucleoprotein polypeptide G,0.12413830464321585,4.849186858743407,0.4904844054999099,0.6340404513738762,0.8386016102399396,-7.050407160648975
Tmem116,77462,transmembrane protein 116,0.26250645038797205,0.39635395698430265,0.490152571866651,0.6341095615191867,0.8386055989738839,-6.122905245798062
Psmb2,26445,"proteasome (prosome, macropain) subunit, beta type 2",-0.07058135687928946,7.018660640896113,-0.4899444207093533,0.6342519644755239,0.8386382257484206,-7.149072139656448
Slfn10-ps_2,NA,NA,-0.21054732988141,1.189948358846503,-0.48992328335620344,0.6342664260940923,0.8386382257484206,-6.335263026855245
Erlin2,244373,ER lipid raft associated 2,-0.09275619250864509,4.47172636875224,-0.4896697409333261,0.6344399056179026,0.8387745775200295,-6.98290851372857
Rnf4,19822,ring finger protein 4,-0.0902064983805193,7.16783146497978,-0.489579340768089,0.6345017650565292,0.8387745775200295,-7.145368563242187
Nmd3,97112,NMD3 ribosome export adaptor,-0.07292427439381477,6.435903031601947,-0.48934601881215734,0.6346614372192483,0.8388982514259633,-7.160281476800432
Slx4ip,74243,SLX4 interacting protein,0.07966771790606053,4.360201982890005,0.489215867201378,0.6347505139989404,0.838928596001933,-6.940472691310643
Dqx1,93838,DEAQ RNA-dependent ATPase,0.12471518638572121,3.8051759906605866,0.4889385089361375,0.6349403604253436,0.8390921042679679,-6.8600134805496
Ddost,13200,dolichyl-di-phosphooligosaccharide-protein glycotransferase,0.06971092158190029,6.988455640890395,0.48865849622339363,0.635132051739411,0.8392580162955265,-7.148697790535593
Ccdc43,52715,coiled-coil domain containing 43,-0.06766875502636704,5.324265626937795,-0.4882817676095102,0.6353899972166432,0.8395114323320597,-7.113061530105
Msi2_1,NA,NA,-0.06768186125910791,6.376357591885193,-0.48766149323284236,0.6358148087946298,0.8398645918014586,-7.161027472381106
Hdac3,15183,histone deacetylase 3,-0.06800848134126092,6.793376982695332,-0.48748216512113884,0.6359376521269906,0.8398645918014586,-7.156998856259314
Cnpy4,66455,canopy FGF signaling regulator 4,-0.0847286047255853,4.594321980012541,-0.4874645611787952,0.6359497117985489,0.8398645918014586,-7.020510561956055
Ddc,13195,dopa decarboxylase,0.183139258413473,2.331851670527744,0.4874198879494069,0.635980315922424,0.8398645918014586,-6.484914039715899
LOC108167344,NA,NA,-0.08935813409976845,4.43498137562474,-0.48734774461000147,0.6360297403998485,0.8398645918014586,-6.970869806448116
Gm281,238939,predicted gene 281,-0.1560581302751638,2.0014376010729493,-0.48731167769295664,0.636054450080408,0.8398645918014586,-6.5313083354480455
Gm19428,100502880,"predicted gene, 19428",-0.19190224989336868,1.0912609121086745,-0.48715123905236735,0.6361643732779154,0.8398732962394138,-6.267085943999678
Eif1ad,69860,eukaryotic translation initiation factor 1A domain containing,0.061804590473469645,5.767112813776056,0.48710883030847957,0.636193430813131,0.8398732962394138,-7.141141472294157
Zfand5,22682,"zinc finger, AN1-type domain 5",-0.08028082124979097,6.967960706877557,-0.48673749982570763,0.6364478857193634,0.8401218033715442,-7.145748034724801
Klhl12,240756,kelch-like 12,-0.08008478537252106,4.917446683446159,-0.486586726475588,0.636551217502975,0.8401707945155256,-7.052214213333706
Rnf14,56736,ring finger protein 14,0.0873509520541269,6.343141088639115,0.486238328957801,0.6367900211085289,0.8403905526168715,-7.162590764611481
Tcf19,106795,transcription factor 19,-0.14457279004516543,3.9346266039497557,-0.48638915496459934,0.636850186271376,0.8403905526168715,-6.896782192085252
1700030K09Rik,72254,RIKEN cDNA 1700030K09 gene,-0.09654626170727099,3.6750011386428523,-0.4858322903301067,0.6370683885899652,0.8404734453621234,-6.836248598206681
Uba6,231380,ubiquitin-like modifier activating enzyme 6,-0.12375032836608568,4.83233625143683,-0.4860351780216201,0.6370855391990179,0.8404734453621234,-7.040194562524919
Atxn3,110616,ataxin 3,-0.09650108338310126,5.488727375174487,-0.4857690821937614,0.6371117274190498,0.8404734453621234,-7.114065163142043
Zfp568,243905,zinc finger protein 568,0.1278151704690309,4.576592759552116,0.48549628163748915,0.6374022792175797,0.8407281746142905,-6.9791667004999445
Klf12,16597,Kruppel-like factor 12,-0.163656063839845,3.583717534059799,-0.48612718107191694,0.6374373455067366,0.8407281746142905,-6.944240383197881
Fam3a,66294,FAM3 metabolism regulating signaling molecule A,-0.08930447135306618,4.309461694479565,-0.48516667224781457,0.637524842934786,0.8407561799352005,-6.979647885168411
Tomm40l,641376,translocase of outer mitochondrial membrane 40-like,-0.07172054617779278,4.602664346529237,-0.4850488315172851,0.6376056698696349,0.8407704506685674,-7.02700404914899
Kctd11,216858,potassium channel tetramerisation domain containing 11,0.17780303462899583,1.2784738193374028,0.4849576799557461,0.6376681941033752,0.8407704506685674,-6.259933446560468
H2-T24_1,NA,NA,0.14196053028188782,2.085030531326129,0.4847017331390287,0.6378437733375006,0.8408489323852868,-6.467247757304721
Zhx2,387609,zinc fingers and homeoboxes 2,-0.08638051515896361,5.779510122124249,-0.4846777023485316,0.6378602596318085,0.8408489323852868,-7.155458008047231
